,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2016-08-16,0.0,28,20,22,16,19,12,10,3,3,1.0,1,0.0,0.0
2016-08-17,1.0,41,21,13,10,23,8,8,1,0,2.0,3,1.0,0.0
2016-08-18,0.0,36,23,16,19,21,11,15,1,0,0.0,0,0.0,0.0
2016-08-19,2.0,35,23,19,15,19,10,10,0,8,2.0,1,1.0,1.0
2016-08-20,2.0,32,14,18,6,29,10,21,2,1,1.0,0,2.0,0.0
2016-08-21,1.0,20,13,11,12,32,12,12,2,3,0.0,1,0.0,1.0
2016-08-22,1.0,27,28,22,16,22,11,10,3,3,2.0,5,2.0,0.0
2016-08-23,1.0,28,20,24,12,19,18,5,3,0,1.0,2,0.0,0.0
2016-08-24,0.0,29,25,20,9,9,17,17,0,0,2.0,1,0.0,2.0
2016-08-25,1.0,33,15,30,12,13,17,7,3,1,0.0,1,1.0,0.0
2016-08-26,1.0,24,22,28,15,22,14,8,2,7,2.0,0,0.0,0.0
2016-08-27,0.0,22,21,26,28,13,9,11,2,4,3.0,2,2.0,1.0
2016-08-28,0.0,26,16,22,25,29,8,16,5,4,0.0,0,1.0,1.0
2016-08-29,2.0,30,23,19,6,26,13,13,6,0,0.0,2,1.0,1.0
2016-08-30,1.0,30,26,12,10,28,19,12,1,0,0.0,1,1.0,0.0
2016-08-31,0.0,24,14,16,29,24,12,12,0,1,0.0,4,1.0,0.0
2016-09-01,2.0,58,31,11,16,26,11,9,0,3,0.0,2,1.0,0.0
2016-09-02,1.0,30,18,8,18,23,15,11,1,2,2.0,4,0.0,1.0
2016-09-03,0.0,24,17,8,21,32,15,4,2,2,0.0,3,0.0,1.0
2016-09-04,2.0,19,20,18,14,23,21,9,2,2,1.0,3,1.0,1.0
2016-09-05,0.0,20,12,21,16,30,7,13,0,0,1.0,6,5.0,0.0
2016-09-06,1.0,35,14,17,17,21,16,16,2,0,1.0,0,2.0,1.0
2016-09-07,0.0,37,19,21,20,20,15,9,7,1,5.0,3,3.0,0.0
2016-09-08,0.0,35,21,16,16,22,9,5,0,2,3.0,2,0.0,0.0
2016-09-09,0.0,36,24,23,14,25,11,9,4,2,1.0,0,1.0,1.0
2016-09-10,0.0,30,27,22,11,26,13,11,4,2,0.0,1,0.0,2.0
2016-09-11,1.0,41,19,18,26,34,16,19,3,1,0.0,1,1.0,0.0
2016-09-12,1.0,32,34,18,17,25,17,10,3,0,0.0,2,1.0,1.0
2016-09-13,0.0,35,21,21,25,25,9,9,2,0,0.0,2,1.0,0.0
2016-09-14,0.0,40,17,16,14,17,10,10,1,3,1.0,2,0.0,1.0
2016-09-15,0.0,40,24,15,10,34,11,15,2,0,2.0,0,1.0,1.0
2016-09-16,0.0,20,30,26,13,28,10,8,2,1,3.0,4,0.0,1.0
2016-09-17,2.0,29,18,21,19,29,8,8,1,0,0.0,2,4.0,2.0
2016-09-18,0.0,26,18,15,16,23,20,15,3,2,2.0,3,1.0,1.0
2016-09-19,3.0,39,19,18,10,11,16,17,0,0,1.0,0,1.0,1.0
2016-09-20,1.0,34,32,27,8,24,9,7,5,0,0.0,1,1.0,0.0
2016-09-21,1.0,33,21,23,11,27,11,8,2,1,2.0,0,2.0,1.0
2016-09-22,0.0,30,36,25,19,32,8,23,6,0,0.0,4,2.0,1.0
2016-09-23,3.0,26,26,21,18,22,22,19,2,1,1.0,2,1.0,1.0
2016-09-24,1.0,30,22,31,35,26,15,10,1,4,1.0,11,1.0,0.0
2016-09-25,1.0,27,24,26,30,21,9,8,1,1,2.0,5,1.0,0.0
2016-09-26,0.0,24,20,22,13,20,11,10,4,0,0.0,0,0.0,1.0
2016-09-27,0.0,32,26,23,18,21,13,10,3,1,1.0,3,2.0,3.0
2016-09-28,0.0,35,20,27,13,15,17,7,3,1,0.0,1,0.0,1.0
2016-09-29,0.0,28,31,18,5,18,15,7,5,1,0.0,0,0.0,3.0
2016-09-30,0.0,43,21,24,17,23,12,19,2,4,0.0,2,2.0,0.0
2016-10-01,3.0,39,23,21,12,19,18,7,3,1,0.0,0,0.0,1.0
2016-10-02,0.0,33,14,21,12,25,13,17,2,2,2.0,2,2.0,1.0
2016-10-03,1.0,31,12,15,13,21,20,12,1,1,2.0,2,1.0,1.0
2016-10-04,0.0,32,33,12,12,21,7,17,2,0,2.0,1,2.0,1.0
2016-10-05,1.0,38,23,12,15,29,14,15,2,0,0.0,3,1.0,1.0
2016-10-06,0.0,29,19,19,7,27,6,6,0,4,1.0,3,2.0,3.0
2016-10-07,2.0,30,24,22,13,33,14,25,1,3,0.0,2,1.0,1.0
2016-10-08,3.0,20,23,24,21,29,15,7,3,0,0.0,0,0.0,2.0
2016-10-09,2.0,21,16,25,15,26,18,9,4,3,1.0,5,1.0,3.0
2016-10-10,1.0,32,26,21,15,17,19,10,0,2,3.0,1,1.0,4.0
2016-10-11,1.0,32,27,16,16,26,11,13,3,2,2.0,3,1.0,0.0
2016-10-12,2.0,34,27,11,14,28,11,11,3,1,2.0,1,1.0,0.0
2016-10-13,1.0,30,26,24,14,19,15,10,1,1,1.0,2,2.0,2.0
2016-10-14,1.0,34,32,16,14,23,15,14,4,0,0.0,1,1.0,1.0
2016-10-15,1.0,32,17,14,28,26,21,10,1,6,1.0,3,2.0,1.0
2016-10-16,0.0,29,19,27,8,24,14,10,3,1,2.0,2,4.0,0.0
2016-10-17,0.0,33,32,24,21,19,22,25,1,1,0.0,3,2.0,0.0
2016-10-18,1.0,37,14,25,14,28,12,7,3,4,1.0,3,0.0,1.0
2016-10-19,0.0,37,25,51,8,24,22,17,4,0,1.0,0,0.0,0.0
2016-10-20,2.0,43,31,20,16,23,15,21,2,0,0.0,2,1.0,1.0
2016-10-21,1.0,35,23,24,16,21,17,12,4,2,1.0,2,0.0,2.0
2016-10-22,1.0,23,21,19,13,21,16,12,1,1,1.0,0,1.0,0.0
2016-10-23,0.0,25,13,31,15,27,18,16,1,0,0.0,1,3.0,1.0
2016-10-24,1.0,28,29,19,14,29,19,14,2,1,3.0,2,0.0,0.0
2016-10-25,0.0,33,34,31,16,30,16,12,5,1,0.0,1,0.0,0.0
2016-10-26,1.0,29,20,27,16,17,14,10,2,1,1.0,2,3.0,0.0
2016-10-27,1.0,29,29,29,12,22,14,10,1,2,0.0,1,1.0,1.0
2016-10-28,1.0,30,24,26,17,21,24,12,4,3,1.0,1,0.0,1.0
2016-10-29,3.0,25,18,21,17,22,11,13,2,3,1.0,1,0.0,1.0
2016-10-30,1.0,34,21,26,15,23,23,15,3,3,1.0,2,4.0,0.0
2016-10-31,2.0,38,25,32,12,25,16,27,5,6,0.0,0,8.0,0.0
2016-11-01,4.0,32,25,28,16,36,21,14,1,2,0.0,4,0.0,3.0
2016-11-02,0.0,35,28,17,14,18,15,22,2,1,0.0,1,3.0,0.0
2016-11-03,1.0,30,15,25,14,29,18,13,3,2,0.0,1,1.0,0.0
2016-11-04,1.0,43,34,13,16,27,13,11,6,4,1.0,0,0.0,1.0
2016-11-05,0.0,21,19,19,15,30,11,21,2,0,1.0,3,3.0,1.0
2016-11-06,1.0,38,23,22,7,24,11,20,1,2,0.0,2,4.0,0.0
2016-11-07,0.0,32,15,25,7,19,12,21,3,2,1.0,2,1.0,0.0
2016-11-08,0.0,32,24,14,20,13,11,5,2,1,1.0,3,0.0,1.0
2016-11-09,0.0,28,29,14,11,18,15,9,4,2,2.0,2,0.0,2.0
2016-11-10,0.0,32,33,20,6,13,16,14,1,2,0.0,0,2.0,1.0
2016-11-11,0.0,35,22,16,25,26,10,10,1,2,2.0,2,3.0,0.0
2016-11-12,0.0,22,18,25,10,26,7,14,5,0,0.0,0,2.0,0.0
2016-11-13,0.0,17,15,31,13,20,13,6,0,0,0.0,3,2.0,0.0
2016-11-14,2.0,30,19,22,13,18,16,7,4,0,0.0,0,0.0,0.0
2016-11-15,1.0,33,19,29,17,14,14,13,1,1,3.0,3,2.0,0.0
2016-11-16,0.0,29,20,17,22,26,18,17,7,1,0.0,0,3.0,0.0
2016-11-17,1.0,26,37,18,21,36,13,10,4,4,2.0,0,4.0,0.0
2016-11-18,1.0,31,37,24,12,29,14,7,3,0,1.0,0,4.0,2.0
2016-11-19,0.0,19,15,12,14,26,17,12,6,0,3.0,2,3.0,1.0
2016-11-20,2.0,18,11,18,14,17,15,12,2,1,2.0,1,0.0,1.0
2016-11-21,0.0,30,17,23,12,17,15,6,4,0,1.0,2,7.0,3.0
2016-11-22,1.0,30,20,30,13,29,11,16,3,0,1.0,1,3.0,2.0
2016-11-23,0.0,27,32,32,8,18,8,12,4,0,3.0,1,2.0,0.0
2016-11-24,1.0,19,14,15,17,23,8,12,2,0,0.0,0,1.0,0.0
2016-11-25,1.0,20,21,15,17,21,11,15,3,2,1.0,4,1.0,1.0
2016-11-26,0.0,23,18,16,14,17,12,7,1,3,0.0,2,3.0,1.0
2016-11-27,1.0,24,24,16,13,14,17,17,1,1,0.0,2,0.0,1.0
2016-11-28,2.0,40,27,37,16,19,13,16,8,2,0.0,0,3.0,4.0
2016-11-29,0.0,39,19,27,17,19,18,20,4,2,1.0,0,1.0,0.0
2016-11-30,1.0,28,24,17,12,18,13,12,5,0,4.0,5,2.0,0.0
2016-12-01,0.0,45,27,16,16,34,11,15,1,3,0.0,1,1.0,0.0
2016-12-02,0.0,27,17,23,14,26,12,21,6,1,2.0,1,2.0,1.0
2016-12-03,2.0,32,20,15,14,20,13,7,5,1,0.0,4,0.0,0.0
2016-12-04,0.0,28,17,14,10,27,4,17,5,5,3.0,0,0.0,0.0
2016-12-05,3.0,32,25,19,17,26,14,9,0,2,1.0,2,0.0,0.0
2016-12-06,1.0,28,20,16,6,35,6,5,4,1,0.0,1,0.0,0.0
2016-12-07,1.0,32,25,26,11,14,11,15,3,0,0.0,1,0.0,1.0
2016-12-08,0.0,36,32,18,30,13,11,8,2,1,0.0,0,4.0,1.0
2016-12-09,0.0,26,23,16,8,22,9,1,3,4,1.0,0,0.0,1.0
2016-12-10,2.0,26,20,13,6,22,12,13,4,1,2.0,0,0.0,2.0
2016-12-11,0.0,29,17,16,27,21,5,6,3,4,0.0,8,0.0,0.0
2016-12-12,0.0,27,27,14,7,14,11,11,8,4,0.0,0,0.0,1.0
2016-12-13,1.0,39,20,22,20,22,20,19,2,0,2.0,2,0.0,0.0
2016-12-14,0.0,39,21,13,12,23,12,8,1,0,1.0,0,1.0,0.0
2016-12-15,0.0,40,20,12,11,19,7,8,1,1,2.0,4,0.0,0.0
2016-12-16,0.0,29,17,17,6,22,14,9,2,0,2.0,1,0.0,0.0
2016-12-17,0.0,15,22,8,9,22,8,5,0,1,0.0,0,0.0,0.0
2016-12-18,0.0,22,24,15,20,20,13,8,1,0,0.0,4,2.0,0.0
2016-12-19,0.0,30,26,12,19,12,11,14,6,2,3.0,1,2.0,2.0
2016-12-20,0.0,30,31,23,21,23,25,12,1,0,2.0,9,1.0,1.0
2016-12-21,0.0,33,18,26,9,24,14,8,3,6,0.0,0,1.0,0.0
2016-12-22,3.0,29,29,19,13,26,19,11,4,2,2.0,0,0.0,0.0
2016-12-23,0.0,33,31,20,13,22,10,12,5,6,1.0,2,3.0,0.0
2016-12-24,1.0,20,15,20,19,20,12,6,3,0,0.0,1,2.0,2.0
2016-12-25,0.0,16,15,21,10,24,9,6,2,9,2.0,2,1.0,1.0
2016-12-26,0.0,17,21,9,10,22,15,10,5,4,0.0,0,1.0,1.0
2016-12-27,2.0,28,13,23,18,28,16,8,5,0,0.0,3,0.0,0.0
2016-12-28,2.0,33,23,17,19,26,17,14,2,2,1.0,4,1.0,0.0
2016-12-29,1.0,25,23,13,3,27,20,8,4,1,0.0,1,0.0,1.0
2016-12-30,0.0,19,23,9,8,21,19,10,1,1,0.0,0,0.0,1.0
2016-12-31,0.0,26,17,12,17,16,7,16,7,2,1.0,2,2.0,0.0
2017-01-01,6.0,31,19,12,26,29,11,14,0,0,2.0,2,3.0,0.0
2017-01-02,1.0,27,24,19,12,20,20,13,4,3,0.0,1,1.0,0.0
2017-01-03,1.0,29,27,20,12,13,13,9,1,0,1.0,2,0.0,2.0
2017-01-04,0.0,34,27,13,16,24,19,5,5,1,2.0,0,2.0,1.0
2017-01-05,1.0,28,27,18,9,32,15,11,3,1,0.0,1,2.0,0.0
2017-01-06,0.0,26,31,13,10,23,20,4,0,0,0.0,1,4.0,2.0
2017-01-07,1.0,32,11,14,13,16,13,9,4,1,1.0,0,1.0,2.0
2017-01-08,1.0,16,15,10,15,14,9,6,4,1,0.0,6,2.0,0.0
2017-01-09,1.0,18,23,14,13,16,19,6,6,1,1.0,1,3.0,0.0
2017-01-10,2.0,28,28,19,16,20,22,16,7,1,2.0,2,5.0,1.0
2017-01-11,1.0,29,30,17,13,19,31,13,4,3,0.0,0,1.0,2.0
2017-01-12,1.0,33,17,26,23,27,28,10,1,1,2.0,2,0.0,1.0
2017-01-13,3.0,24,30,16,22,28,12,9,2,2,1.0,4,1.0,0.0
2017-01-14,0.0,13,16,16,10,17,19,14,2,1,0.0,1,1.0,0.0
2017-01-15,0.0,20,22,9,15,22,14,18,3,1,2.0,2,2.0,0.0
2017-01-16,2.0,25,21,21,15,18,15,11,7,1,0.0,0,2.0,1.0
2017-01-17,1.0,25,26,30,23,17,16,16,11,2,0.0,2,2.0,0.0
2017-01-18,0.0,34,24,26,7,13,9,17,2,1,0.0,1,0.0,0.0
2017-01-19,0.0,32,19,25,21,18,12,14,2,2,2.0,4,2.0,0.0
2017-01-20,1.0,47,26,31,22,24,21,19,3,1,2.0,4,3.0,1.0
2017-01-21,1.0,22,24,17,18,24,17,16,9,1,0.0,3,4.0,1.0
2017-01-22,0.0,18,14,17,9,26,12,11,2,2,2.0,1,0.0,0.0
2017-01-23,0.0,21,24,17,18,29,12,18,4,3,2.0,3,1.0,0.0
2017-01-24,0.0,30,23,26,14,14,13,12,1,1,2.0,1,1.0,0.0
2017-01-25,1.0,30,31,18,21,24,13,14,6,1,2.0,3,1.0,2.0
2017-01-26,1.0,23,36,21,17,25,15,12,1,2,2.0,1,3.0,1.0
2017-01-27,0.0,30,28,23,22,20,15,8,2,1,1.0,6,6.0,0.0
2017-01-28,0.0,25,28,26,24,29,20,11,1,2,2.0,5,3.0,0.0
2017-01-29,0.0,34,17,20,21,15,16,16,3,0,1.0,5,2.0,0.0
2017-01-30,1.0,28,29,17,11,20,15,13,4,1,0.0,1,4.0,0.0
2017-01-31,1.0,30,19,26,18,20,13,7,3,2,0.0,3,2.0,1.0
2017-02-01,0.0,32,21,15,15,22,12,10,6,1,2.0,1,1.0,2.0
2017-02-02,3.0,27,24,20,18,22,22,12,5,1,2.0,1,1.0,1.0
2017-02-03,0.0,36,25,20,22,15,16,8,4,2,2.0,3,2.0,0.0
2017-02-04,2.0,21,16,13,23,31,13,12,3,1,0.0,1,4.0,2.0
2017-02-05,0.0,21,12,22,13,24,7,12,3,0,1.0,0,0.0,3.0
2017-02-06,1.0,22,17,18,15,32,10,10,2,1,1.0,2,2.0,1.0
2017-02-07,0.0,30,22,17,10,21,12,7,1,1,0.0,1,2.0,0.0
2017-02-08,1.0,25,13,14,18,16,12,11,3,4,2.0,4,0.0,1.0
2017-02-09,1.0,31,23,16,9,20,17,9,4,4,1.0,2,3.0,0.0
2017-02-10,0.0,34,19,14,14,28,14,16,6,1,0.0,1,0.0,0.0
2017-02-11,2.0,32,14,18,18,21,10,15,2,2,0.0,2,1.0,0.0
2017-02-12,1.0,18,13,20,15,24,12,17,1,1,1.0,2,2.0,0.0
2017-02-13,1.0,30,20,16,13,20,8,11,1,3,1.0,2,2.0,0.0
2017-02-14,1.0,28,17,12,18,24,21,20,3,1,0.0,0,3.0,1.0
2017-02-15,1.0,26,25,13,12,29,9,18,4,2,0.0,2,0.0,1.0
2017-02-16,0.0,24,25,14,13,25,10,11,6,0,1.0,0,1.0,0.0
2017-02-17,0.0,32,25,21,9,25,13,6,7,2,0.0,2,1.0,1.0
2017-02-18,1.0,30,12,23,31,28,14,10,1,1,1.0,3,0.0,0.0
2017-02-19,0.0,14,19,12,9,20,12,11,5,4,0.0,2,1.0,0.0
2017-02-20,0.0,26,12,12,10,27,13,8,2,1,0.0,0,0.0,2.0
2017-02-21,2.0,32,30,19,11,32,13,9,4,1,1.0,1,1.0,0.0
2017-02-22,0.0,27,28,10,13,27,10,4,3,2,1.0,3,0.0,1.0
2017-02-23,0.0,30,19,16,19,34,11,8,1,1,1.0,8,0.0,1.0
2017-02-24,5.0,31,19,17,10,26,16,7,3,0,0.0,0,0.0,0.0
2017-02-25,0.0,24,23,18,19,23,12,6,2,0,0.0,1,2.0,1.0
2017-02-26,0.0,15,10,14,14,28,6,2,1,3,1.0,1,5.0,0.0
2017-02-27,0.0,22,14,17,12,28,7,12,0,0,2.0,0,0.0,2.0
2017-02-28,1.0,23,21,15,9,18,2,7,5,1,1.0,0,1.0,0.0
2017-03-01,1.0,34,33,11,19,21,13,7,3,0,0.0,3,3.0,0.0
2017-03-02,1.0,26,16,12,14,17,10,9,0,2,0.0,2,0.0,0.0
2017-03-03,1.0,28,19,17,8,30,11,7,3,2,0.0,0,2.0,1.0
2017-03-04,0.0,25,9,12,18,21,9,5,1,0,0.0,0,1.0,0.0
2017-03-05,0.0,20,8,7,13,22,12,8,2,0,0.0,2,0.0,0.0
2017-03-06,0.0,25,19,14,9,19,9,10,3,2,0.0,0,1.0,2.0
2017-03-07,3.0,21,17,9,15,27,3,19,6,2,0.0,0,1.0,1.0
2017-03-08,0.0,26,12,13,15,28,18,9,3,2,3.0,1,1.0,3.0
2017-03-09,1.0,22,19,14,10,21,12,3,2,3,2.0,0,1.0,0.0
2017-03-10,0.0,28,17,7,13,25,5,12,3,1,0.0,1,0.0,1.0
2017-03-11,1.0,27,17,16,15,27,11,8,1,1,1.0,1,1.0,0.0
2017-03-12,0.0,14,11,6,11,24,11,5,5,1,0.0,0,3.0,0.0
2017-03-13,3.0,19,20,12,13,17,7,10,2,0,1.0,2,5.0,1.0
2017-03-14,1.0,16,8,5,3,20,6,7,1,4,2.0,0,1.0,0.0
2017-03-15,1.0,18,11,7,12,18,4,5,5,0,1.0,1,1.0,0.0
2017-03-16,1.0,21,22,11,13,32,9,2,3,1,1.0,2,0.0,2.0
2017-03-17,0.0,32,23,13,11,25,12,6,4,1,3.0,3,2.0,0.0
2017-03-18,3.0,27,12,28,23,25,6,7,5,5,2.0,1,1.0,2.0
2017-03-19,0.0,23,6,14,14,26,6,8,5,0,1.0,1,1.0,0.0
2017-03-20,0.0,31,14,14,15,23,7,13,1,0,0.0,1,1.0,1.0
2017-03-21,3.0,27,21,15,25,30,14,7,4,2,0.0,0,1.0,1.0
2017-03-22,0.0,35,36,7,9,22,13,5,4,1,1.0,2,0.0,1.0
2017-03-23,1.0,26,26,13,17,32,11,6,4,1,0.0,0,1.0,0.0
2017-03-24,1.0,22,28,23,15,26,13,14,3,0,1.0,0,1.0,3.0
2017-03-25,0.0,26,12,11,17,33,14,7,2,2,0.0,1,2.0,0.0
2017-03-26,1.0,24,11,17,13,42,10,10,2,1,1.0,1,0.0,0.0
2017-03-27,0.0,25,34,14,24,27,11,9,2,1,1.0,3,1.0,0.0
2017-03-28,1.0,25,20,14,15,22,9,7,3,0,1.0,1,0.0,0.0
2017-03-29,1.0,21,23,21,14,28,10,7,2,2,2.0,3,2.0,0.0
2017-03-30,1.0,34,16,15,10,17,13,12,3,1,1.0,1,2.0,0.0
2017-03-31,0.0,32,20,13,10,20,10,5,2,0,0.0,2,2.0,0.0
2017-04-01,4.0,38,24,17,21,28,8,12,3,0,0.0,3,0.0,1.0
2017-04-02,2.0,22,13,17,11,22,2,7,1,1,0.0,1,2.0,1.0
2017-04-03,1.0,25,27,18,21,41,9,10,1,0,1.0,2,0.0,0.0
2017-04-04,0.0,33,13,13,18,25,14,10,1,1,1.0,0,3.0,1.0
2017-04-05,1.0,24,26,13,13,29,10,11,1,0,0.0,2,2.0,0.0
2017-04-06,2.0,25,13,10,12,23,12,9,3,1,0.0,1,3.0,1.0
2017-04-07,1.0,26,27,13,19,17,12,8,2,3,0.0,0,0.0,0.0
2017-04-08,1.0,26,16,11,22,32,13,4,1,0,2.0,4,2.0,1.0
2017-04-09,0.0,22,12,23,16,32,14,11,0,3,2.0,2,1.0,0.0
2017-04-10,0.0,29,25,19,30,21,16,13,5,0,1.0,2,1.0,1.0
2017-04-11,1.0,23,27,19,25,15,11,7,4,2,1.0,3,0.0,0.0
2017-04-12,1.0,33,23,13,18,19,11,9,1,0,0.0,3,0.0,0.0
2017-04-13,1.0,28,18,10,13,20,17,7,2,1,1.0,1,0.0,2.0
2017-04-14,1.0,23,21,20,12,30,17,9,7,1,2.0,1,2.0,0.0
2017-04-15,2.0,22,26,16,23,45,8,11,3,2,1.0,3,0.0,3.0
2017-04-16,2.0,20,12,16,26,32,12,13,1,1,2.0,4,0.0,0.0
2017-04-17,1.0,22,23,17,22,25,8,6,0,1,1.0,2,1.0,0.0
2017-04-18,1.0,28,13,10,16,22,7,4,2,1,1.0,1,0.0,0.0
2017-04-19,0.0,27,17,12,19,38,8,9,3,1,0.0,3,0.0,2.0
2017-04-20,3.0,35,28,15,21,35,9,8,1,0,1.0,2,0.0,0.0
2017-04-21,1.0,21,24,19,18,38,13,16,6,2,1.0,0,3.0,1.0
2017-04-22,2.0,30,24,16,18,27,14,9,2,2,0.0,5,1.0,0.0
2017-04-23,0.0,29,15,18,24,21,18,13,1,2,1.0,2,5.0,3.0
2017-04-24,3.0,28,22,12,17,24,7,7,1,0,3.0,0,0.0,6.0
2017-04-25,2.0,23,37,11,17,19,11,12,2,1,0.0,0,3.0,1.0
2017-04-26,0.0,27,25,6,22,26,11,14,2,1,0.0,1,2.0,1.0
2017-04-27,1.0,28,18,16,18,35,15,7,1,2,0.0,1,0.0,0.0
2017-04-28,2.0,36,30,18,16,23,17,5,3,1,2.0,0,2.0,0.0
2017-04-29,0.0,22,22,5,18,20,11,9,2,1,3.0,3,4.0,2.0
2017-04-30,2.0,32,23,16,13,32,8,9,2,1,2.0,0,2.0,2.0
2017-05-01,2.0,35,20,17,12,25,13,9,0,0,0.0,1,1.0,1.0
2017-05-02,2.0,27,25,21,21,33,11,17,3,2,3.0,2,0.0,1.0
2017-05-03,2.0,26,20,14,22,25,15,13,1,3,1.0,3,0.0,0.0
2017-05-04,0.0,31,25,21,17,24,15,10,0,2,1.0,0,1.0,0.0
2017-05-05,0.0,30,24,16,9,33,13,12,1,1,0.0,0,1.0,1.0
2017-05-06,0.0,32,19,18,13,36,14,21,5,1,5.0,0,2.0,1.0
2017-05-07,0.0,30,17,17,20,25,10,11,1,1,0.0,4,0.0,0.0
2017-05-08,1.0,29,29,23,18,22,13,10,2,0,2.0,1,2.0,1.0
2017-05-09,1.0,27,19,14,13,29,10,9,1,0,3.0,2,1.0,1.0
2017-05-10,0.0,26,22,20,10,32,15,8,3,0,0.0,0,0.0,2.0
2017-05-11,0.0,30,16,16,10,20,11,9,3,1,1.0,0,1.0,1.0
2017-05-12,1.0,23,39,19,15,23,10,20,3,0,1.0,0,3.0,0.0
2017-05-13,1.0,22,20,19,19,21,8,13,3,4,0.0,3,0.0,1.0
2017-05-14,0.0,20,20,19,20,23,10,19,2,1,1.0,1,0.0,0.0
2017-05-15,1.0,29,37,7,17,29,13,14,1,4,2.0,1,1.0,0.0
2017-05-16,1.0,23,29,14,20,33,10,12,3,4,1.0,3,1.0,1.0
2017-05-17,2.0,39,34,22,18,27,20,10,2,1,2.0,1,0.0,3.0
2017-05-18,2.0,31,23,17,16,22,11,9,4,4,1.0,2,0.0,1.0
2017-05-19,2.0,32,23,11,20,21,10,10,4,2,1.0,1,3.0,1.0
2017-05-20,4.0,32,25,20,16,35,14,20,2,0,0.0,1,0.0,0.0
2017-05-21,2.0,21,19,15,17,29,14,14,5,1,1.0,1,4.0,3.0
2017-05-22,2.0,32,29,27,15,25,14,18,4,8,2.0,3,1.0,0.0
2017-05-23,0.0,28,22,12,20,11,17,11,3,1,1.0,1,1.0,2.0
2017-05-24,0.0,34,25,13,15,27,18,13,0,1,2.0,0,0.0,0.0
2017-05-25,0.0,26,30,24,19,24,14,5,2,5,1.0,2,0.0,2.0
2017-05-26,3.0,40,28,20,17,30,12,10,1,0,1.0,1,1.0,2.0
2017-05-27,3.0,29,21,15,15,29,15,7,3,1,0.0,0,2.0,1.0
2017-05-28,2.0,26,9,5,23,21,15,16,1,2,0.0,1,1.0,0.0
2017-05-29,1.0,36,15,8,15,34,12,10,0,1,1.0,2,1.0,1.0
2017-05-30,1.0,30,16,25,6,29,13,13,4,3,2.0,1,1.0,0.0
2017-05-31,1.0,36,29,14,12,33,18,13,5,1,2.0,1,1.0,0.0
2017-06-01,1.0,37,20,26,19,23,18,16,2,2,0.0,3,1.0,2.0
2017-06-02,0.0,44,25,14,13,33,17,10,1,2,1.0,0,2.0,1.0
2017-06-03,4.0,33,16,15,21,26,8,8,0,1,3.0,1,2.0,0.0
2017-06-04,1.0,30,15,12,9,21,11,5,4,1,0.0,1,3.0,1.0
2017-06-05,3.0,34,21,19,17,23,10,8,2,4,1.0,1,0.0,1.0
2017-06-06,0.0,34,32,15,18,25,12,6,2,0,0.0,2,1.0,0.0
2017-06-07,1.0,28,23,17,13,41,16,11,0,1,0.0,1,3.0,1.0
2017-06-08,0.0,47,25,14,20,20,17,12,3,1,0.0,4,2.0,2.0
2017-06-09,1.0,44,24,16,28,24,14,17,4,0,2.0,5,0.0,0.0
2017-06-10,2.0,23,12,19,22,19,13,13,4,0,0.0,3,1.0,1.0
2017-06-11,0.0,31,16,27,27,31,12,12,4,2,0.0,6,1.0,0.0
2017-06-12,4.0,30,24,13,17,29,16,11,4,1,3.0,4,1.0,1.0
2017-06-13,0.0,38,11,15,15,42,22,10,1,1,3.0,6,2.0,0.0
2017-06-14,1.0,37,19,14,9,27,16,13,2,3,0.0,2,1.0,1.0
2017-06-15,1.0,38,19,16,14,20,10,14,3,3,0.0,1,1.0,1.0
2017-06-16,0.0,33,18,26,10,26,18,10,0,2,0.0,0,1.0,0.0
2017-06-17,0.0,22,28,27,15,37,16,7,1,4,0.0,2,4.0,2.0
2017-06-18,0.0,23,26,9,25,34,22,9,1,3,1.0,3,1.0,1.0
2017-06-19,1.0,36,26,10,23,37,6,8,1,2,0.0,2,2.0,1.0
2017-06-20,2.0,33,20,14,13,15,20,5,2,1,1.0,0,0.0,1.0
2017-06-21,1.0,28,31,14,13,33,20,8,5,2,1.0,0,2.0,0.0
2017-06-22,2.0,30,14,7,21,22,12,12,1,2,0.0,2,0.0,0.0
2017-06-23,0.0,37,23,17,22,27,17,13,8,2,2.0,3,2.0,6.0
2017-06-24,0.0,29,22,11,19,36,20,12,1,3,0.0,4,0.0,0.0
2017-06-25,1.0,28,12,27,14,33,15,11,0,0,2.0,3,2.0,1.0
2017-06-26,2.0,26,26,23,27,19,19,18,3,3,0.0,0,2.0,3.0
2017-06-27,0.0,27,30,15,20,23,15,19,6,3,1.0,1,1.0,0.0
2017-06-28,1.0,35,24,19,12,19,15,19,0,2,1.0,0,3.0,0.0
2017-06-29,3.0,26,16,16,26,18,14,9,4,0,2.0,7,3.0,3.0
2017-06-30,3.0,50,32,16,11,18,19,11,2,1,0.0,5,3.0,2.0
2017-07-01,3.0,29,18,19,14,29,17,10,0,2,2.0,2,2.0,1.0
2017-07-02,1.0,27,16,15,22,19,11,9,4,2,1.0,0,1.0,0.0
2017-07-03,2.0,29,18,12,10,17,18,10,1,1,3.0,2,3.0,1.0
