,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2020-02-25,0.0,18,4,11,13,16,7,8,1,0,0.0,0,0.0,0.0
2020-02-26,0.0,22,7,12,7,29,5,5,2,0,1.0,0,0.0,0.0
2020-02-27,0.0,25,12,8,6,20,14,6,0,1,1.0,0,0.0,0.0
2020-02-28,0.0,35,13,12,10,12,10,11,4,0,2.0,1,3.0,1.0
2020-02-29,1.0,22,12,9,9,12,13,10,2,1,0.0,0,1.0,1.0
2020-03-01,0.0,26,11,10,4,13,6,1,2,0,0.0,0,1.0,2.0
2020-03-02,2.0,27,14,9,14,29,6,7,0,1,0.0,5,2.0,0.0
2020-03-03,1.0,21,14,10,12,28,16,8,3,0,0.0,2,1.0,1.0
2020-03-04,2.0,17,11,4,11,22,14,3,0,0,1.0,0,0.0,1.0
2020-03-05,0.0,25,12,8,12,25,10,5,4,0,0.0,1,1.0,0.0
2020-03-06,0.0,28,15,6,16,24,10,6,1,1,0.0,0,2.0,0.0
2020-03-07,1.0,22,13,4,18,17,9,8,1,2,1.0,1,0.0,1.0
2020-03-08,1.0,25,14,13,17,23,9,11,1,5,0.0,0,1.0,0.0
2020-03-09,0.0,28,14,7,10,24,9,6,1,0,1.0,0,0.0,0.0
2020-03-10,0.0,23,10,9,18,22,10,13,2,1,1.0,1,3.0,1.0
2020-03-11,0.0,31,12,6,6,26,6,3,4,4,0.0,0,1.0,0.0
2020-03-12,0.0,20,10,10,16,21,10,6,2,1,0.0,0,1.0,0.0
2020-03-13,2.0,26,15,13,23,15,4,12,3,3,1.0,1,0.0,0.0
2020-03-14,0.0,22,12,5,21,32,9,10,1,1,0.0,2,3.0,0.0
2020-03-15,1.0,19,7,8,10,22,11,8,2,0,2.0,3,4.0,0.0
2020-03-16,0.0,30,13,5,17,17,5,6,2,2,2.0,2,0.0,0.0
2020-03-17,0.0,17,5,9,36,24,8,12,2,0,1.0,7,2.0,0.0
2020-03-18,0.0,16,11,3,11,13,7,8,0,3,0.0,4,1.0,0.0
2020-03-19,2.0,12,13,10,10,11,7,3,1,2,0.0,0,1.0,1.0
2020-03-20,1.0,21,8,13,12,26,6,12,1,5,0.0,5,1.0,1.0
2020-03-21,0.0,16,6,1,23,18,10,9,3,1,0.0,4,2.0,1.0
2020-03-22,1.0,10,3,2,15,22,8,4,1,0,0.0,1,0.0,0.0
2020-03-23,1.0,10,12,16,12,14,9,6,2,2,1.0,0,1.0,0.0
2020-03-24,0.0,16,9,14,14,18,7,6,2,1,0.0,1,3.0,0.0
2020-03-25,0.0,17,7,5,5,15,6,9,0,2,2.0,0,1.0,0.0
2020-03-26,0.0,17,18,5,14,18,7,7,2,0,0.0,2,3.0,0.0
2020-03-27,0.0,16,11,10,14,21,8,1,0,0,2.0,2,2.0,0.0
2020-03-28,1.0,15,28,5,17,13,7,4,0,10,1.0,5,2.0,0.0
2020-03-29,1.0,11,8,5,5,21,4,4,1,2,1.0,0,0.0,0.0
2020-03-30,0.0,15,11,15,11,18,8,11,2,9,1.0,4,1.0,1.0
2020-03-31,0.0,16,10,3,10,17,7,4,2,0,0.0,1,2.0,1.0
2020-04-01,0.0,16,5,8,9,10,11,7,2,4,2.0,1,1.0,0.0
2020-04-02,1.0,16,13,5,8,11,6,4,1,0,1.0,0,0.0,0.0
2020-04-03,0.0,29,12,5,13,21,10,8,1,2,0.0,2,0.0,0.0
2020-04-04,1.0,12,7,7,16,20,4,3,0,0,1.0,3,2.0,0.0
2020-04-05,0.0,12,4,7,11,22,1,4,1,6,0.0,0,0.0,0.0
2020-04-06,0.0,18,7,4,13,12,8,5,1,1,1.0,0,0.0,0.0
2020-04-07,0.0,11,7,10,14,20,8,7,2,0,1.0,0,0.0,0.0
2020-04-08,1.0,14,8,11,13,14,8,2,3,3,0.0,2,0.0,0.0
2020-04-09,1.0,14,6,13,13,8,3,4,5,0,1.0,2,0.0,0.0
2020-04-10,0.0,16,13,4,8,20,8,5,1,2,3.0,3,1.0,0.0
2020-04-11,0.0,12,8,11,15,25,3,2,1,1,1.0,2,1.0,0.0
2020-04-12,0.0,16,7,8,4,20,5,1,2,0,1.0,0,0.0,0.0
2020-04-13,0.0,9,12,7,9,13,8,0,1,4,0.0,3,0.0,0.0
2020-04-14,0.0,15,6,8,8,13,6,3,1,1,0.0,0,1.0,1.0
2020-04-15,0.0,13,12,12,6,18,3,3,1,1,0.0,0,0.0,0.0
2020-04-16,0.0,8,7,5,5,9,9,1,0,2,0.0,0,1.0,1.0
2020-04-17,0.0,17,13,12,8,15,7,0,0,0,0.0,3,0.0,0.0
2020-04-18,0.0,12,7,6,6,15,6,4,0,1,0.0,0,0.0,0.0
2020-04-19,1.0,11,8,8,9,15,8,2,3,1,1.0,2,1.0,0.0
2020-04-20,1.0,13,11,17,14,12,6,5,0,1,0.0,2,0.0,0.0
2020-04-21,1.0,8,12,8,11,6,7,5,1,0,1.0,3,0.0,2.0
2020-04-22,1.0,12,7,5,15,15,6,5,2,0,1.0,5,1.0,0.0
2020-04-23,1.0,13,8,7,6,8,4,6,4,2,1.0,0,1.0,0.0
2020-04-24,1.0,11,13,9,6,13,10,6,0,0,1.0,1,1.0,1.0
2020-04-25,1.0,9,16,5,11,15,9,5,1,1,1.0,1,1.0,1.0
